"#iterations","runtime(s)","min_dt","max_dt","W_MHD3D","min_dW","max_dW","sum_dW","normF_X1","normF_X2","normF_LA","X1_axis_0","X2_axis_0","X1_axis_1","X2_axis_1" 
  0.460000000000000E+04,  0.515100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349370E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.181898940354586E-11,  0.341728252829246E-09,  0.278552069677425E-09,  0.185865171800800E-07,  0.100128730167938E+02,  0.000000000000000E+00,  0.100128730167938E+02,  0.000000000000000E+00
  0.470000000000000E+04,  0.529200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349368E+03, -0.682121026329696E-12,  0.454747350886464E-12, -0.204636307898909E-11,  0.280813673571136E-09,  0.205374712770251E-09,  0.133952643854319E-07,  0.100128734013451E+02,  0.000000000000000E+00,  0.100128734013451E+02,  0.000000000000000E+00
  0.480000000000000E+04,  0.542000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349367E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.136424205265939E-11,  0.181383399823950E-09,  0.167685788062865E-09,  0.126499421653108E-07,  0.100128737876328E+02,  0.000000000000000E+00,  0.100128737876328E+02,  0.000000000000000E+00
  0.490000000000000E+04,  0.556000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349366E+03, -0.568434188608080E-12,  0.682121026329696E-12, -0.909494701772928E-12,  0.137205831957134E-09,  0.121458998057403E-09,  0.102132210376195E-07,  0.100128741478471E+02,  0.000000000000000E+00,  0.100128741478471E+02,  0.000000000000000E+00
  0.500000000000000E+04,  0.579800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.454747350886464E-12, -0.682121026329696E-12,  0.964393847924199E-10,  0.819853850094576E-10,  0.585354630001275E-08,  0.100128743363471E+02,  0.000000000000000E+00,  0.100128743363471E+02,  0.000000000000000E+00
  0.510000000000000E+04,  0.602800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.113686837721616E-12,  0.844144704746245E-10,  0.526928784242990E-10,  0.487842965374535E-08,  0.100128744649965E+02,  0.000000000000000E+00,  0.100128744649965E+02,  0.000000000000000E+00
  0.520000000000000E+04,  0.527400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.795807864051312E-12, -0.113686837721616E-12,  0.680557756493432E-10,  0.534395439771807E-10,  0.474302629429958E-08,  0.100128746359358E+02,  0.000000000000000E+00,  0.100128746359358E+02,  0.000000000000000E+00
  0.530000000000000E+04,  0.541800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.616609937670078E-10,  0.424801769039382E-10,  0.462934794719562E-08,  0.100128748125828E+02,  0.000000000000000E+00,  0.100128748125828E+02,  0.000000000000000E+00
  0.540000000000000E+04,  0.556900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.341060513164848E-12,  0.543634847437711E-10,  0.419561943288706E-10,  0.442136531434960E-08,  0.100128749769325E+02,  0.000000000000000E+00,  0.100128749769325E+02,  0.000000000000000E+00
  0.550000000000000E+04,  0.570300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.795807864051312E-12,  0.795807864051312E-12,  0.113686837721616E-12,  0.494469848965470E-10,  0.386713238060961E-10,  0.463112663107168E-08,  0.100128751145839E+02,  0.000000000000000E+00,  0.100128751145839E+02,  0.000000000000000E+00
  0.560000000000000E+04,  0.586100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.795807864051312E-12,  0.454747350886464E-12,  0.227373675443232E-12,  0.549365606038018E-10,  0.325529054732513E-10,  0.414026653843925E-08,  0.100128752245154E+02,  0.000000000000000E+00,  0.100128752245154E+02,  0.000000000000000E+00
  0.570000000000000E+04,  0.598700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.480060076501256E-10,  0.278667997066256E-10,  0.379555305226612E-08,  0.100128753082505E+02,  0.000000000000000E+00,  0.100128753082505E+02,  0.000000000000000E+00
  0.580000000000000E+04,  0.614100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.682121026329696E-12,  0.795807864051312E-12,  0.000000000000000E+00,  0.466244946287996E-10,  0.289442897745033E-10,  0.351298008628047E-08,  0.100128753731619E+02,  0.000000000000000E+00,  0.100128753731619E+02,  0.000000000000000E+00
  0.590000000000000E+04,  0.629000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.428984600954399E-10,  0.274014391400206E-10,  0.298842324048483E-08,  0.100128754133196E+02,  0.000000000000000E+00,  0.100128754133196E+02,  0.000000000000000E+00
  0.600000000000000E+04,  0.646400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12,  0.227373675443232E-12,  0.303095731164995E-10,  0.219536378657418E-10,  0.235345834737426E-08,  0.100128754324649E+02,  0.000000000000000E+00,  0.100128754324649E+02,  0.000000000000000E+00
  0.610000000000000E+04,  0.668400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.682121026329696E-12,  0.113686837721616E-12,  0.277108540758517E-10,  0.161297370692628E-10,  0.184220188466292E-08,  0.100128754494958E+02,  0.000000000000000E+00,  0.100128754494958E+02,  0.000000000000000E+00
  0.620000000000000E+04,  0.686000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.113686837721616E-12,  0.270499527323162E-10,  0.148846476478809E-10,  0.155332839686132E-08,  0.100128754720090E+02,  0.000000000000000E+00,  0.100128754720090E+02,  0.000000000000000E+00
  0.630000000000000E+04,  0.701500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.219787023346655E-10,  0.138176961417378E-10,  0.114299766458090E-08,  0.100128754964985E+02,  0.000000000000000E+00,  0.100128754964985E+02,  0.000000000000000E+00
  0.640000000000000E+04,  0.714700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.197987918047725E-10,  0.107915618930636E-10,  0.946409612505664E-09,  0.100128755222080E+02,  0.000000000000000E+00,  0.100128755222080E+02,  0.000000000000000E+00
  0.650000000000000E+04,  0.730800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.193276558470382E-10,  0.848521047153812E-11,  0.803969719134147E-09,  0.100128755535485E+02,  0.000000000000000E+00,  0.100128755535485E+02,  0.000000000000000E+00
  0.660000000000000E+04,  0.744500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12,  0.227373675443232E-12,  0.165038120251469E-10,  0.767953692158637E-11,  0.709677921144805E-09,  0.100128755900281E+02,  0.000000000000000E+00,  0.100128755900281E+02,  0.000000000000000E+00
  0.670000000000000E+04,  0.760300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.454747350886464E-12, -0.227373675443232E-12,  0.135916525175852E-10,  0.571650701197737E-11,  0.662419158922347E-09,  0.100128756256381E+02,  0.000000000000000E+00,  0.100128756256381E+02,  0.000000000000000E+00
  0.680000000000000E+04,  0.774600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.109023259984819E-10,  0.431879219069430E-11,  0.638779184228684E-09,  0.100128756522800E+02,  0.000000000000000E+00,  0.100128756522800E+02,  0.000000000000000E+00
  0.690000000000000E+04,  0.790600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.454747350886464E-12,  0.000000000000000E+00,  0.911139907271843E-11,  0.352071741985493E-11,  0.627299135522610E-09,  0.100128756713200E+02,  0.000000000000000E+00,  0.100128756713200E+02,  0.000000000000000E+00
  0.700000000000000E+04,  0.714000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.733850169696275E-11,  0.292225740837091E-11,  0.609110753059759E-09,  0.100128756869244E+02,  0.000000000000000E+00,  0.100128756869244E+02,  0.000000000000000E+00
  0.710000000000000E+04,  0.735700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.795807864051312E-12,  0.682121026329696E-12,  0.227373675443232E-12,  0.589981363365395E-11,  0.258722119438361E-11,  0.591997998761596E-09,  0.100128756982827E+02,  0.000000000000000E+00,  0.100128756982827E+02,  0.000000000000000E+00
  0.720000000000000E+04,  0.748800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12, -0.113686837721616E-12,  0.573425574696620E-11,  0.223915199260702E-11,  0.576130931134810E-09,  0.100128757038065E+02,  0.000000000000000E+00,  0.100128757038065E+02,  0.000000000000000E+00
  0.730000000000000E+04,  0.763000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.682121026329696E-12, -0.227373675443232E-12,  0.738072245679099E-11,  0.194703676328468E-11,  0.555964133643315E-09,  0.100128757009668E+02,  0.000000000000000E+00,  0.100128757009668E+02,  0.000000000000000E+00
  0.740000000000000E+04,  0.778200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.795807864051312E-12,  0.682121026329696E-12, -0.227373675443232E-12,  0.863233682690373E-11,  0.191598403150874E-11,  0.539229995188623E-09,  0.100128756875524E+02,  0.000000000000000E+00,  0.100128756875524E+02,  0.000000000000000E+00
  0.750000000000000E+04,  0.791800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.341060513164848E-12,  0.879576635817799E-11,  0.166214264801641E-11,  0.522957054458605E-09,  0.100128756638810E+02,  0.000000000000000E+00,  0.100128756638810E+02,  0.000000000000000E+00
  0.760000000000000E+04,  0.807100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.454747350886464E-12,  0.454747350886464E-12,  0.113686837721616E-12,  0.762705400391008E-11,  0.151842374816516E-11,  0.513639542708371E-09,  0.100128756357328E+02,  0.000000000000000E+00,  0.100128756357328E+02,  0.000000000000000E+00
  0.770000000000000E+04,  0.822100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.682121026329696E-12,  0.113686837721616E-12,  0.672256857391346E-11,  0.143151197812465E-11,  0.501949114976405E-09,  0.100128756097263E+02,  0.000000000000000E+00,  0.100128756097263E+02,  0.000000000000000E+00
  0.780000000000000E+04,  0.835600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12, -0.113686837721616E-12,  0.612332565376902E-11,  0.136304078735307E-11,  0.495858355690608E-09,  0.100128755841317E+02,  0.000000000000000E+00,  0.100128755841317E+02,  0.000000000000000E+00
  0.790000000000000E+04,  0.849500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.454747350886464E-12, -0.113686837721616E-12,  0.592311215878791E-11,  0.130400333340338E-11,  0.493755173656751E-09,  0.100128755583016E+02,  0.000000000000000E+00,  0.100128755583016E+02,  0.000000000000000E+00
  0.800000000000000E+04,  0.861800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.454747350886464E-12,  0.113686837721616E-12,  0.567904663969106E-11,  0.125037202724791E-11,  0.488697955261240E-09,  0.100128755308057E+02,  0.000000000000000E+00,  0.100128755308057E+02,  0.000000000000000E+00
  0.810000000000000E+04,  0.885200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.490875454695899E-11,  0.118311630876981E-11,  0.482564965339896E-09,  0.100128755005609E+02,  0.000000000000000E+00,  0.100128755005609E+02,  0.000000000000000E+00
  0.820000000000000E+04,  0.899200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.682121026329696E-12,  0.113686837721616E-12,  0.435944086412743E-11,  0.112299780094093E-11,  0.478825405396168E-09,  0.100128754706759E+02,  0.000000000000000E+00,  0.100128754706759E+02,  0.000000000000000E+00
  0.830000000000000E+04,  0.911400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.454747350886464E-12,  0.227373675443232E-12,  0.396451339181999E-11,  0.108676673478940E-11,  0.472987879898607E-09,  0.100128754445651E+02,  0.000000000000000E+00,  0.100128754445651E+02,  0.000000000000000E+00
  0.840000000000000E+04,  0.925200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12,  0.000000000000000E+00,  0.374508817757698E-11,  0.103490720977690E-11,  0.470508319827569E-09,  0.100128754226883E+02,  0.000000000000000E+00,  0.100128754226883E+02,  0.000000000000000E+00
  0.850000000000000E+04,  0.937800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.113686837721616E-12,  0.337176864780464E-11,  0.100622934804399E-11,  0.467703762510948E-09,  0.100128754026727E+02,  0.000000000000000E+00,  0.100128754026727E+02,  0.000000000000000E+00
  0.860000000000000E+04,  0.950700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12, -0.341060513164848E-12,  0.317932445200048E-11,  0.985337993013909E-12,  0.464541400370570E-09,  0.100128753834345E+02,  0.000000000000000E+00,  0.100128753834345E+02,  0.000000000000000E+00
  0.870000000000000E+04,  0.964900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.795807864051312E-12,  0.454747350886464E-12, -0.227373675443232E-12,  0.312997576944234E-11,  0.950822468666752E-12,  0.458732550213896E-09,  0.100128753673924E+02,  0.000000000000000E+00,  0.100128753673924E+02,  0.000000000000000E+00
  0.880000000000000E+04,  0.979300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.682121026329696E-12,  0.000000000000000E+00,  0.305812143944835E-11,  0.913424472029562E-12,  0.457108804214060E-09,  0.100128753543574E+02,  0.000000000000000E+00,  0.100128753543574E+02,  0.000000000000000E+00
  0.890000000000000E+04,  0.995000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.454747350886464E-12,  0.454747350886464E-12,  0.227373675443232E-12,  0.296807701640907E-11,  0.884616109133636E-12,  0.450796127774762E-09,  0.100128753444246E+02,  0.000000000000000E+00,  0.100128753444246E+02,  0.000000000000000E+00
  0.900000000000000E+04,  0.100880000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.454747350886464E-12,  0.113686837721616E-12,  0.290269359947600E-11,  0.868794738232552E-12,  0.448028963356364E-09,  0.100128753368732E+02,  0.000000000000000E+00,  0.100128753368732E+02,  0.000000000000000E+00
  0.910000000000000E+04,  0.938400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.682121026329696E-12,  0.682121026329696E-12, -0.341060513164848E-12,  0.285895817360165E-11,  0.842019692622004E-12,  0.446800865519371E-09,  0.100128753302612E+02,  0.000000000000000E+00,  0.100128753302612E+02,  0.000000000000000E+00
  0.920000000000000E+04,  0.951400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12,  0.227373675443232E-12,  0.283895876147816E-11,  0.827701906470981E-12,  0.442784886572998E-09,  0.100128753251193E+02,  0.000000000000000E+00,  0.100128753251193E+02,  0.000000000000000E+00
  0.930000000000000E+04,  0.964300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.682121026329696E-12,  0.000000000000000E+00,  0.279469568823083E-11,  0.803957369786331E-12,  0.437967597319820E-09,  0.100128753205267E+02,  0.000000000000000E+00,  0.100128753205267E+02,  0.000000000000000E+00
  0.940000000000000E+04,  0.981800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.102318153949454E-11,  0.682121026329696E-12,  0.227373675443232E-12,  0.274915534505641E-11,  0.784220507615900E-12,  0.435467630137284E-09,  0.100128753162620E+02,  0.000000000000000E+00,  0.100128753162620E+02,  0.000000000000000E+00
  0.950000000000000E+04,  0.999000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.113686837721616E-12,  0.270783531013697E-11,  0.773095912576010E-12,  0.431591347900638E-09,  0.100128753126385E+02,  0.000000000000000E+00,  0.100128753126385E+02,  0.000000000000000E+00
  0.960000000000000E+04,  0.101340000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.682121026329696E-12,  0.227373675443232E-12,  0.268578846183166E-11,  0.754209854053447E-12,  0.425999766789170E-09,  0.100128753094189E+02,  0.000000000000000E+00,  0.100128753094189E+02,  0.000000000000000E+00
  0.970000000000000E+04,  0.102890000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.341060513164848E-12,  0.264778871765354E-11,  0.738041855808176E-12,  0.421945162848704E-09,  0.100128753067147E+02,  0.000000000000000E+00,  0.100128753067147E+02,  0.000000000000000E+00
  0.980000000000000E+04,  0.104350000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.259616166070055E-11,  0.731017458221974E-12,  0.422312433315765E-09,  0.100128753046908E+02,  0.000000000000000E+00,  0.100128753046908E+02,  0.000000000000000E+00
  0.990000000000000E+04,  0.106370000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.682121026329696E-12,  0.909494701772928E-12, -0.113686837721616E-12,  0.259574949338307E-11,  0.723583854474267E-12,  0.415809348759399E-09,  0.100128753033508E+02,  0.000000000000000E+00,  0.100128753033508E+02,  0.000000000000000E+00
  0.100000000000000E+05,  0.107700000000000E+03,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.454747350886464E-12,  0.113686837721616E-12,  0.257039545860046E-11,  0.717355671832377E-12,  0.413874584806832E-09,  0.100128753025033E+02,  0.000000000000000E+00,  0.100128753025033E+02,  0.000000000000000E+00
